nct_id,title,sponsor_name,sponsor_class,collaborators,n_collaborators,phase,study_type,enrollment,start_date,overall_status,conditions,n_sites,sponsor_clean,sponsor_final,sponsor_trial_count,phase_simple,complex_ta,c_sites,c_enroll,c_smallspon,c_latephase,c_complex,outsourcing_score,known_cro
NCT00442845,Establish The Benefits Of Using Various Starting Doses Of Atorvastatin On Achievement Of Cholesterol Targets (ACTFAST),Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,INDUSTRY,,0,PHASE4,INTERVENTIONAL,2080.0,2003-01,COMPLETED,"Coronary Arteriosclerosis; Diabetes Mellitus, Type 2; Cerebrovascular Accident; Dyslipidemia; Peripheral Vascular Disease",121,pfizer s upjohn has merged with mylan to form viatris,pfizer s upjohn has merged with mylan to form viatris,8,PHASE4,0,0.9695,0.968,0.36575,0.5,0.0,0.6391374999999999,0
NCT03265145,Assessment In a Real World Setting of the Effect of Inhaled Steroid-based Triple Therapy Versus the Combination of Tiotropium and Olodaterol on Reducing Chronic Obstructive Pulmonary Disease (COPD) Exacerbations [AIRWISE],Boehringer Ingelheim,INDUSTRY,Carelon Research,1,PHASE4,INTERVENTIONAL,714.0,2017-09-20,COMPLETED,"Pulmonary Disease, Chronic Obstructive",90,boehringer,boehringer,44,PHASE4,0,0.9505,0.899,0.14575000000000005,0.5,0.0,0.5485875,0
NCT01490645,A NIS Registry of the Prospective Structured Care In Acute Coronary Syndrome,AstraZeneca,INDUSTRY,,0,,OBSERVATIONAL,1006.0,2011-12,COMPLETED,Acute Coronary Syndrome,45,astrazeneca,astrazeneca,83,NA,0,0.88625,0.9295,0.020499999999999963,0.4,0.0,0.4703124999999999,0
NCT02097745,A Study of the Efficacy and Safety of Re-treatments With Rituximab in Patients With Active Rheumatoid Arthritis Who Have Had an Inadequate Response to Anti-tnfa Therapies,Hoffmann-La Roche,INDUSTRY,Biogen,1,PHASE3,INTERVENTIONAL,341.0,2004-06,COMPLETED,Rheumatoid Arthritis,97,roche,roche,43,PHASE3,0,0.957,0.786,0.16749999999999998,1.0,0.0,0.6221749999999999,0
NCT05317845,An International Chart Review and Survey for the Prevalence and Clinical Management of Atherosclerotic Cardiovascular Diseases in Patients With Type 2 Diabetes Across Countries in the Middle East and Africa,Novo Nordisk A/S,INDUSTRY,,0,,OBSERVATIONAL,4089.0,2022-04-21,COMPLETED,"Diabetes Mellitus, Type 2",7,novo nordisk,novo nordisk,30,NA,0,0.6405,0.981,0.23075,0.4,0.0,0.4630375,0
NCT02006472,"A Phase 2, to Evaluating the Safety and Efficacy of Pridopidine Vs Placebo for Symptomatic Treatment in Patients With Huntington's Disease",Prilenia,INDUSTRY,European Huntington's Disease Network; Huntington Study Group,2,PHASE2,INTERVENTIONAL,408.0,2014-02-28,COMPLETED,Huntington's Disease,58,prilenia,prilenia,1,PHASE2,0,0.91525,0.82075,0.802,0.6,0.0,0.7731125,0
NCT00640939,Diclofenac Patch for Treatment of Mild to Moderate Tendonitis or Bursitis,Cerimon Pharmaceuticals,INDUSTRY,"PPD Development, LP",1,PHASE2; PHASE3,INTERVENTIONAL,308.0,2007-12,COMPLETED,Rotator Cuff Tendonitis; Bicipital Tendonitis; Subdeltoid Bursitis of the Shoulder; Subacromial Bursitis of the Shoulder; Medial Epicondylitis of the Elbow; Lateral Epicondylitis of the Elbow; DeQuervain's Tenosynovitis of the Wrist,1,cerimon,cerimon,2,PHASE2,0,0.26075,0.76825,0.5527500000000001,0.6,0.0,0.45155,1
NCT02272777,A Study of Imatinib and Nilotinib in Patients With Chronic Myelogenous Leukemia in Chronic Phase,Novartis Pharmaceuticals,INDUSTRY,,0,PHASE3,INTERVENTIONAL,225.0,2014-07-17,COMPLETED,Leukemia,12,novartis,novartis,53,PHASE3,1,0.716,0.7045,0.12150000000000005,1.0,1.0,0.563575,0
NCT04033575,Clinical Investigation of a Toothpaste Containing Stannous Fluoride as Compared to Colgate Fluoride Toothpaste,Colgate Palmolive,INDUSTRY,,0,PHASE4,INTERVENTIONAL,88.0,2019-03-06,COMPLETED,Gingivitis,1,colgate palmolive,colgate palmolive,2,PHASE4,0,0.26075,0.48275,0.5527500000000001,0.5,0.0,0.408,0
NCT00887757,Safety Study of ABT-263 in Combination With Gemzar (Gemcitabine) in Subjects With Solid Tumors,AbbVie,INDUSTRY,"Genentech, Inc.",1,PHASE1,INTERVENTIONAL,46.0,2009-09,COMPLETED,Solid Tumors,0,abbvie,abbvie,25,PHASE1,1,0.03475,0.31175,0.27225,0.3,1.0,0.23362499999999997,0
NCT05328557,"A Phase Ia Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Subcutaneously Administered CUG252 in Normal Healthy Volunteers",Cugene Inc.,INDUSTRY,,0,PHASE1,INTERVENTIONAL,32.0,2021-11-09,COMPLETED,Systemic Lupus Erythematosus,1,cugene,cugene,1,PHASE1,0,0.26075,0.22675,0.802,0.3,0.0,0.43963749999999996,0
NCT04547257,Safety & Effectiveness Evaluation of Seraph 100 in Treatment of Pts With COVID-19,ExThera Medical Corporation,INDUSTRY,Vivantes Clinic Neukölln,1,,INTERVENTIONAL,42.0,2021-05-04,ACTIVE_NOT_RECRUITING,COVID-19,5,exthera,exthera,1,NA,0,0.59925,0.2945,0.802,0.4,0.0,0.5798874999999999,0
NCT03655301,Effect of Copanlisib on Metformin Pharmacokinetics and Pharmacodynamics,Bayer,INDUSTRY,,0,PHASE1,INTERVENTIONAL,13.0,2018-09-11,COMPLETED,Healthy Volunteers,1,bayer,bayer,30,PHASE1,0,0.26075,0.07,0.23075,0.3,0.0,0.22402499999999997,0
NCT05061901,Bioequivalence Study of Two Formulations of Lisinopril Tablet 20 mg in Healthy Volunteers Under Fasting Conditions,Pharmtechnology LLC,INDUSTRY,"ClinPharmInvest, LLC",1,PHASE1,INTERVENTIONAL,38.0,2021-10-06,COMPLETED,Bioequivalence,1,pharmtechnology,pharmtechnology,2,PHASE1,0,0.26075,0.264,0.5527500000000001,0.3,0.0,0.35612499999999997,0
NCT03806101,Study of PF-04965842 Effect on Rosuvastatin Pharmacokinetics in Healthy Participants,Pfizer,INDUSTRY,,0,PHASE1,INTERVENTIONAL,12.0,2019-01-23,COMPLETED,Healthy,1,pfizer,pfizer,58,PHASE1,0,0.26075,0.05925,0.09375,0.3,0.0,0.175,0
NCT01210001,Efficacy and Safety of Empagliflozin (BI 10773) in Type 2 Diabetes Patients on a Background of Pioglitazone Alone or With Metformin,Boehringer Ingelheim,INDUSTRY,Eli Lilly and Company,1,PHASE3,INTERVENTIONAL,499.0,2010-09,COMPLETED,"Diabetes Mellitus, Type 2",68,boehringer,boehringer,44,PHASE3,0,0.93,0.85675,0.14575000000000005,1.0,0.0,0.6121875,0
NCT03692312,Efficacy and Safety of Tideglusib in Congenital Myotonic Dystrophy,AMO Pharma Limited,INDUSTRY,,0,PHASE2; PHASE3,INTERVENTIONAL,56.0,2021-03-03,COMPLETED,Congenital Myotonic Dystrophy,14,amo pharma,amo pharma,1,PHASE2,0,0.741,0.366,0.802,0.6,0.0,0.66665,0
NCT07349212,UKK-0018 as an Immunotherapeutic for Treatment of Peanut Allergies,Ukko Inc,INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,40.0,2026-02-18,RECRUITING,Peanut-Induced Anaphylaxis; Peanut Allergy,5,ukko,ukko,1,PHASE1,0,0.59925,0.279,0.802,0.3,0.0,0.5633375,0
NCT02001181,Tofacitinib Ointment For Atopic Dermatitis (Atopic Eczema),Pfizer,INDUSTRY,,0,PHASE2,INTERVENTIONAL,69.0,2013-12,COMPLETED,"Dermatitis, Atopic",5,pfizer,pfizer,58,PHASE2,0,0.59925,0.42175,0.09375,0.6,0.0,0.374725,0
NCT01939912,Study on Reflex Response During Temporary Stimulation and Inhibition of Chemoreceptors of Carotid Bodies - a Pilot Study,Noblewell,INDUSTRY,"Cibiem, Inc.",1,,INTERVENTIONAL,10.0,2013-08,COMPLETED,Heart Failure; Peripheral Chemoreceptor Hypersensitivity,1,noblewell,noblewell,1,NA,0,0.26075,0.04075,0.802,0.4,0.0,0.43603749999999997,0
NCT02990481,A Phase 1 Study Evaluating the Safety of TRK-950 in Patients With Advanced Solid Tumors,"Toray Industries, Inc",INDUSTRY,,0,PHASE1,INTERVENTIONAL,38.0,2017-03-06,COMPLETED,Locally Advanced or Metastatic Solid Carcinomas; Colon Cancer; Cholangiocarcinoma,3,toray industries,toray industries,2,PHASE1,1,0.531,0.264,0.5527500000000001,0.3,1.0,0.5007125,0
NCT00034281,Safety and Tolerability Study of TAK-165 in Subjects With Tumors Expressing HER2,Takeda,INDUSTRY,,0,PHASE1,INTERVENTIONAL,16.0,2002-06,COMPLETED,Breast Neoplasm; Pancreatic Neoplasm; Lung Neoplasm; Ovarian Neoplasm; Renal Neoplasm,4,takeda,takeda,25,PHASE1,0,0.5685,0.0875,0.27225,0.3,0.0,0.3480125,0
NCT03119181,Study to Compare Active Tymbion Iontophoresis to Sham Tymbion Iontophoresis for Anesthesia of the Tympanic Membrane,Tusker Medical,INDUSTRY,,0,PHASE2,INTERVENTIONAL,40.0,2017-04-27,COMPLETED,Healthy Volunteer,2,tusker,tusker,1,PHASE2,0,0.4805,0.279,0.802,0.6,0.0,0.566775,0
NCT06715319,"Obeticholic Acid Versus Placebo, in Combination with Ursodeoxycholic Acid in Patients with Primary Biliary Cirrhosis","Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.",INDUSTRY,,0,PHASE3,INTERVENTIONAL,100.0,2021-10-09,COMPLETED,PBC,1,shanghai fudan zhangjiang bio,shanghai fudan zhangjiang bio,2,PHASE3,0,0.26075,0.5205,0.5527500000000001,1.0,0.0,0.48677499999999996,0
NCT04922619,Study of Music and Speech Perception in New Cochlear Implanted Subjects Using or Not a Tonotopy Based Fitting,MED-EL Elektromedizinische Geräte GesmbH,INDUSTRY,,0,,INTERVENTIONAL,26.0,2021-06-10,COMPLETED,"Sensorineural Hearing Loss, Bilateral",1,med el elektromedizinische geräte gesmbh,med el elektromedizinische geräte gesmbh,2,NA,0,0.26075,0.1705,0.5527500000000001,0.4,0.0,0.361775,0
NCT05412030,"A Phase 2 Study to Evaluate the Safety, Tolerability, and Immune Response of AFX3772 Vaccine in Healthy Infants",GlaxoSmithKline,INDUSTRY,,0,PHASE2,INTERVENTIONAL,388.0,2022-06-16,COMPLETED,"Pneumonia, Bacterial; Pneumococcal Infections; Pneumonia, Pneumococcal",46,gsk,gsk,76,PHASE2,0,0.889,0.8085,0.060250000000000026,0.6,0.0,0.5030875,0
NCT04417530,Phase 2 Trial to Evaluate Belzupacap Sarotalocan (AU-011) Via Suprachoroidal Administration in Subjects With Primary Indeterminate Lesions and Small Choroidal Melanoma,Aura Biosciences,INDUSTRY,,0,PHASE2,INTERVENTIONAL,22.0,2020-08-05,COMPLETED,Uveal Melanoma; Ocular Melanoma; Choroidal Melanoma,22,aura,aura,2,PHASE2,0,0.79925,0.13725,0.5527500000000001,0.6,0.0,0.5769249999999999,0
NCT05665530,A Study of PRT2527 as Monotherapy and in Combination With Zanubrutinib or Venetoclax in Participants With R/R Hematologic Malignancies,Prelude Therapeutics,INDUSTRY,BeiGene,1,PHASE1,INTERVENTIONAL,86.0,2023-09-12,COMPLETED,Aggressive B-Cell Non-Hodgkin's Lymphoma (NHL); Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (CLL/SLL); Mantle Cell Lymphoma (MCL); Richter's Syndrome; T-cell Lymphoma; Diffuse Large B-cell Lymphoma (DLBCL); Marginal Zone Lymphoma; Myeloid Malignancies; Acute Myeloid Leukemia (AML); Chronic Myelomonocytic Leukemia (CMML); Myelodysplastic Syndrome (MDS); MDS/Myeloproliferative Neoplasm (MPN) Overlap Syndrome,24,prelude,prelude,1,PHASE1,1,0.80925,0.478,0.802,0.3,1.0,0.7067375000000001,0
NCT07133828,A Study to Learn About the Safety of BIIB142 and How it is Processed in the Body of Healthy Adult Participants Aged 18 to 55 Years Old,Biogen,INDUSTRY,,0,PHASE1,INTERVENTIONAL,78.0,2025-08-29,RECRUITING,Healthy Volunteer,1,biogen,biogen,7,PHASE1,0,0.26075,0.45075,0.38425,0.3,0.0,0.31582499999999997,0
NCT00239928,Clinical Study Of Pegaptanib Sodium (EYE001) For Wet-Type Age-Related Macular Degeneration,Pfizer,INDUSTRY,,0,PHASE2,INTERVENTIONAL,61.0,2005-09,COMPLETED,Macular Degeneration,12,pfizer,pfizer,58,PHASE2,1,0.716,0.3995,0.09375,0.6,1.0,0.46336249999999995,0
NCT01727128,Pharmacokinetic Study of BKM120 in Subjects With Hepatic Impairment,Novartis Pharmaceuticals,INDUSTRY,,0,PHASE1,INTERVENTIONAL,31.0,2011-10,COMPLETED,Hepatic Impairment,3,novartis,novartis,53,PHASE1,0,0.531,0.22,0.12150000000000005,0.3,0.0,0.295375,0
NCT02914665,A Phase 2 Study to Evaluate the Cardiac and Renal Effects of Short Term Treatment With Elamipretide in Patients Hospitalized With Congestion Due to Heart Failure,Stealth BioTherapeutics Inc.,INDUSTRY,,0,PHASE2,INTERVENTIONAL,308.0,2016-10-20,COMPLETED,Heart Failure,46,stealth biotherapeutics,stealth biotherapeutics,2,PHASE2,0,0.889,0.76825,0.5527500000000001,0.6,0.0,0.6714374999999999,0
NCT01469065,A 2-week Trial Of PF-04991532 In Patients With Type 2 Diabetes,Pfizer,INDUSTRY,,0,PHASE1,INTERVENTIONAL,82.0,2011-12,COMPLETED,"Diabetes Mellitus, Type 2",3,pfizer,pfizer,58,PHASE1,0,0.531,0.4665,0.09375,0.3,0.0,0.31031249999999994,0
NCT02443467,A Study to Determine the Safety and Tolerability of Herceptin as an Adjuvant Therapy of Early Breast Cancer,Hoffmann-La Roche,INDUSTRY,,0,,OBSERVATIONAL,211.0,2006-07,COMPLETED,"Breast Cancer, Early Breast Cancer",1,roche,roche,43,NA,0,0.26075,0.68975,0.16749999999999998,0.4,0.0,0.27886249999999996,0
NCT00406367,IncobotulinumtoxinA (Xeomin) Versus Placebo in the Treatment of Blepharospasm,Merz Pharmaceuticals GmbH,INDUSTRY,,0,PHASE3,INTERVENTIONAL,109.0,2006-10,COMPLETED,Blepharospasm,2,merz,merz,1,PHASE3,0,0.4805,0.54625,0.802,1.0,0.0,0.6535000000000001,0
NCT02729467,A Study to Assess the Effects of Itraconazole and Rifampicin on the Single-Dose Pharmacokinetics of JNJ-53718678 in Healthy Adults,"Janssen Research & Development, LLC",INDUSTRY,,0,PHASE1,INTERVENTIONAL,33.0,2016-03,COMPLETED,Healthy,1,janssen research and,janssen research and,9,PHASE1,0,0.26075,0.23325,0.34424999999999994,0.3,0.0,0.28007499999999996,0
NCT04669600,A Phase 2a Study Evaluating BIVV020 in Adults With Persistent/Chronic Immune Thrombocytopenia (ITP),"Bioverativ, a Sanofi company",INDUSTRY,,0,PHASE2,INTERVENTIONAL,12.0,2021-02-04,COMPLETED,Immune Thrombocytopenia (ITP),9,bioverativ a sanofi,bioverativ a sanofi,2,PHASE2,0,0.66975,0.05925,0.5527500000000001,0.6,0.0,0.5237999999999999,0
NCT00991107,"A Study of the Safety, Tolerance and Assessment of HE3286 on Insulin Sensitivity and Hepatic Glucose Production",Harbor Therapeutics,INDUSTRY,,0,PHASE1,INTERVENTIONAL,5.0,2009-09,COMPLETED,Insulin Resistance,1,harbor,harbor,1,PHASE1,0,0.26075,0.01525,0.802,0.3,0.0,0.41848749999999996,0
NCT01460992,ProMRI AFFIRM Study of the EVIA/ENTOVIS Pacemaker With Safio S Pacemaker Leads,Biotronik SE & Co. KG,INDUSTRY,,0,,OBSERVATIONAL,121.0,2012-03,COMPLETED,Cardiac Disease,9,biotronik se and co kg,biotronik se and co kg,1,NA,0,0.66975,0.57275,0.802,0.4,0.0,0.6323875000000001,0
NCT00163436,Efficacy and Safety of Ciclesonide Administered With or Without Different Spacers in Patients With Asthma (12 to 75 y) (BY9010/M1-145),AstraZeneca,INDUSTRY,,0,PHASE3,INTERVENTIONAL,450.0,2005-09,COMPLETED,Asthma,66,astrazeneca,astrazeneca,83,PHASE3,0,0.9255,0.8365,0.020499999999999963,1.0,0.0,0.56475,0
NCT05001711,Acute Assessment of the Aria CV System in Patients With WHO Groups 2 and 3 Pulmonary Hypertension,"Aria CV, Inc",INDUSTRY,,0,,INTERVENTIONAL,18.0,2021-07-12,COMPLETED,Pulmonary Hypertension,1,aria cv,aria cv,1,NA,0,0.26075,0.10075,0.802,0.4,0.0,0.44203749999999997,0
NCT00256711,Phase II Iressa Versus Vinorelbine (INVITE),AstraZeneca,INDUSTRY,,0,PHASE2,INTERVENTIONAL,192.0,2004-07,COMPLETED,Non-Small-Cell Lung Carcinoma,55,astrazeneca,astrazeneca,83,PHASE2,1,0.91,0.666,0.020499999999999963,0.6,1.0,0.532275,0
NCT00160511,A 16 Week Study Evaluating Levetiracetam in the Treatment of Post Herpetic Neuralgia (PHN),UCB Pharma,INDUSTRY,,0,PHASE2,INTERVENTIONAL,170.0,2004-04,COMPLETED,"Neuralgia, Postherpetic",0,ucb pharma,ucb pharma,8,PHASE2,0,0.03475,0.63825,0.36575,0.6,0.0,0.29400000000000004,0
NCT07202871,A Study of How the Body Absorbs LY3537031,Eli Lilly and Company,INDUSTRY,,0,PHASE1,INTERVENTIONAL,47.0,2025-11-03,COMPLETED,Healthy,1,eli lilly,eli lilly,40,PHASE1,0,0.26075,0.31475,0.18825000000000003,0.3,0.0,0.23362499999999997,0
NCT01628471,"MTD Determination, Safety and Efficacy of the Decitabine-Genistein Drug Combination in Advanced Solid Tumors and Non-Small Cell Lung Cancer",Uman Pharma,INDUSTRY,"dsm-firmenich Switzerland AG; MDEIE Ministry, Québec Government; INRS-Institut Armand Frappier , Université du Québec",3,PHASE1; PHASE2,INTERVENTIONAL,20.0,2012-11,COMPLETED,Non Small Cell Lung Cancer,1,uman,uman,1,PHASE1,0,0.26075,0.118,0.802,0.3,0.0,0.4287625,0
NCT00974571,Montelukast in Perennial Allergic Rhinitis - 2001-2002 Study (0476-246),Organon and Co,INDUSTRY,,0,PHASE3,INTERVENTIONAL,1365.0,2001-11,COMPLETED,Perennial Allergic Rhinitis,0,organon and,organon and,12,PHASE3,0,0.03475,0.9485,0.31174999999999997,1.0,0.0,0.36612500000000003,0
NCT02013544,Intravaginal Prasterone (DHEA) Against Vulvovaginal Atrophy Associated With Menopause,EndoCeutics Inc.,INDUSTRY,,0,PHASE3,INTERVENTIONAL,558.0,2014-02,COMPLETED,Vaginal Atrophy,38,endoceutics,endoceutics,1,PHASE3,0,0.8675,0.871,0.802,1.0,0.0,0.821425,0
NCT02784444,"A Study to Evaluate the Safety, Tolerability & Efficacy of MSDC-0602K in Patients With NASH","Cirius Therapeutics, Inc.",INDUSTRY,Chiltern International Inc.,1,PHASE2,INTERVENTIONAL,392.0,2016-09-14,COMPLETED,Non-alcoholic Fatty Liver Disease; Non-alcoholic Steatohepatitis; NASH - Nonalcoholic Steatohepatitis,43,cirius,cirius,1,PHASE2,0,0.8825,0.809,0.802,0.6,0.0,0.7604749999999999,0
NCT01282034,Study for the Treatment of Knee Chondral and Osteochondral Lesions,Fin-Ceramica Faenza Spa,INDUSTRY,,0,PHASE4,INTERVENTIONAL,145.0,2011-01,COMPLETED,Knee Chondral Lesion; Knee Osteochondral Lesion,10,fin ceramica faenza,fin ceramica faenza,1,PHASE4,0,0.68375,0.60375,0.802,0.5,0.0,0.6553875,0
NCT02502734,Effect of Inhaled Fluticasone Furoate on Short-term Growth in Paediatric Subjects With Asthma,GlaxoSmithKline,INDUSTRY,,0,PHASE3,INTERVENTIONAL,60.0,2015-09-07,COMPLETED,Asthma,1,gsk,gsk,76,PHASE3,0,0.26075,0.388,0.060250000000000026,1.0,0.0,0.30115,0
NCT06346834,"Sequential Vaccination of Poliomyelitis Vaccine (Vero Cells), Inactivated, Sabin Strains From Different Manufacturers","Sinovac Biotech Co., Ltd",INDUSTRY,,0,PHASE4,INTERVENTIONAL,200.0,2024-05-20,COMPLETED,Poliomyelitis,1,sinovac biotech,sinovac biotech,4,PHASE4,0,0.26075,0.67875,0.43674999999999997,0.5,0.0,0.38699999999999996,0
NCT05993234,A Study of Trastuzumab DeRuxtecan for Patients With Advanced HER2-pOsitive GaStric or GastroesoPhageal Junction AdEnocarcinoma Who Have Received a PrIor Trastuzumab-based Regimen Accompanied by a Disease RegistrY of Patients Treated With Conventional Therapies (PROSPERITY),"Daiichi Sankyo Europe, GmbH, a Daiichi Sankyo Company",INDUSTRY,,0,,OBSERVATIONAL,257.0,2023-12-05,RECRUITING,HER2-positive Advanced Gastric Cancer; HER2-positive Gastroesophageal Junction Adenocarcinoma,76,daiichi sankyo europe gmbh a daiichi sankyo,daiichi sankyo europe gmbh a daiichi sankyo,3,NA,1,0.9375,0.7335,0.47650000000000003,0.4,1.0,0.67825,0
NCT07073534,Phase I/II Clinical Study of SHR-1501 Combined With Adbelizumab in Patients With Malignant Tumors,"Shanghai Hengrui Pharmaceutical Co., Ltd.",INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,203.0,2025-07-24,RECRUITING,Patients With Advanced or Metastatic Malignant Tumors,1,shanghai hengrui,shanghai hengrui,1,PHASE1,1,0.26075,0.684,0.802,0.3,1.0,0.5353625,0
NCT00413764,Efficacy of Tibolone Versus Transdermal E2/NETA on Sexual Function in Naturally Postmenopausal Women (P06089),Organon and Co,INDUSTRY,,0,PHASE3,INTERVENTIONAL,358.0,2004-03-23,COMPLETED,Sexual Dysfunction,0,organon and,organon and,12,PHASE3,0,0.03475,0.79375,0.31174999999999997,1.0,0.0,0.35065,0
NCT06675864,"Open-label, Multi-center, Phase I/II Study to Assess Safety, Disease Progression and Cellular Kinetics Following YTB323 Administration in Participants With Non-active Progressive Multiple Sclerosis (PMS)",Novartis Pharmaceuticals,INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,28.0,2024-12-12,RECRUITING,Progressive Multiple Sclerosis,18,novartis,novartis,53,PHASE1,0,0.77375,0.18275,0.12150000000000005,0.3,0.0,0.3766125,0
NCT01772264,Safety And Tolerability Study Of BID Titration Scheme With PF-05089771,Pfizer,INDUSTRY,,0,PHASE1,INTERVENTIONAL,40.0,2013-01,COMPLETED,Healthy,1,pfizer,pfizer,58,PHASE1,0,0.26075,0.279,0.09375,0.3,0.0,0.19697499999999996,0
NCT05631964,Phase I Clinical Study of BL-M07D1 in Locally Advanced or Metastatic Digestive Tract Tumors and Other Solid Tumors,"Sichuan Baili Pharmaceutical Co., Ltd.",INDUSTRY,"SystImmune Inc.; Baili-Bio (Chengdu) Pharmaceutical Co., Ltd.",2,PHASE1,INTERVENTIONAL,26.0,2023-01-05,RECRUITING,Locally Advanced or Metastatic Digestive Tract Tumors; Other Solid Tumors,1,sichuan baili,sichuan baili,2,PHASE1,1,0.26075,0.1705,0.5527500000000001,0.3,1.0,0.396775,0
NCT06017609,"Evaluate Efficacy, Safety and Tolerability of JTT-861 in Subjects With Heart Failure With Reduced Ejection Fraction",Akros Pharma Inc.,INDUSTRY,ICON Clinical Research,1,PHASE2,INTERVENTIONAL,314.0,2023-12-20,COMPLETED,Chronic Heart Failure,75,akros,akros,1,PHASE2,0,0.93625,0.7715,0.802,0.6,0.0,0.7755374999999999,0
NCT02965664,"Safety, Tolerability and Efficacy of PresbiDrops (CSF-1) in Presbyopic Subjects",Orasis Pharmaceuticals Ltd.,INDUSTRY,,0,PHASE2,INTERVENTIONAL,36.0,2016-12,COMPLETED,Presbyopia,2,orasis,orasis,1,PHASE2,0,0.4805,0.252,0.802,0.6,0.0,0.564075,0
NCT01495364,NBS10 (Also Known as AMR-001) Versus Placebo Post ST Segment Elevation Myocardial Infarction,"Lisata Therapeutics, Inc.",INDUSTRY,,0,PHASE2,INTERVENTIONAL,195.0,2011-12,COMPLETED,ST Segment Elevation Myocardial Infarction,58,lisata,lisata,1,PHASE2,0,0.91525,0.67,0.802,0.6,0.0,0.7580375,0
NCT07199309,A Mechanistic Study of MAR001 in Adults With Elevated Triglycerides and Remnant Cholesterol,Marea Therapeutics,INDUSTRY,,0,PHASE2,INTERVENTIONAL,30.0,2025-09-26,RECRUITING,Hypertriglyceridemia,1,marea,marea,1,PHASE2,0,0.26075,0.205,0.802,0.6,0.0,0.4824625,0
NCT05482009,Treatment of Angina Pectoris After Coronary Revascularization With Integrated Traditional Chinese and Western Medicine,"Jiangsu Famous Medical Technology Co., Ltd.",INDUSTRY,,0,,OBSERVATIONAL,2000.0,2019-06-01,COMPLETED,Angina Pectoris,1,jiangsu famous medical technology,jiangsu famous medical technology,1,NA,0,0.26075,0.9665,0.802,0.4,0.0,0.5286124999999999,0
NCT04053699,Bleeding Incidence in VWD Patients Undergoing On-Demand Treatment,Octapharma,INDUSTRY,,0,,OBSERVATIONAL,56.0,2019-06-25,COMPLETED,Von Willebrand Diseases,15,octapharma,octapharma,1,NA,0,0.75025,0.366,0.802,0.4,0.0,0.6398874999999999,0
NCT05829499,"PMCF Study to Evaluate Performance and Safety of ""Xanoftal Next""",C.O.C. Farmaceutici S.r.l.,INDUSTRY,,0,,INTERVENTIONAL,20.0,2022-12-02,COMPLETED,Allergic Conjunctivitis; Dry Eye; Dry Eye Disease,1,c o c farmaceutici s r l,c o c farmaceutici s r l,1,NA,0,0.26075,0.118,0.802,0.4,0.0,0.4437625,0
